id,category
84329,History
84331,Food and Drink
84337,Current Affairs
84341,Data Source
84341,Political Science
84344,History
84345,Games
84345,Web/Tech
84346,Medicine
84348,Economics
84348,Law
84348,Medicine
84349,Law
84350,Economics
84350,Education
84350,Web/Tech
84352,Economics
84353,Web/Tech
84354,Books
84354,History
84354,Philosophy
84354,Political Science
84358,Web/Tech
84359,Books
84361,Current Affairs
84361,History
84364,Political Science
84366,Books
84366,Film
84366,History
84366,Television
84367,Current Affairs
84367,Economics
84372,Economics
84372,Law
84372,Medicine
84374,Current Affairs
84374,Law
84376,Current Affairs
84376,History
84380,Current Affairs
84380,Economics
84388,Education
84388,Travel
84389,Current Affairs
84389,Economics
84389,Travel
84390,Games
84393,Current Affairs
84393,Science
84394,Current Affairs
84394,Economics
84396,Economics
84397,Current Affairs
84397,Data Source
84401,Current Affairs
84402,Current Affairs
84402,Economics
84402,Political Science
84403,Education
84403,Medicine
84414,Current Affairs
84414,Games
84415,Food and Drink
84417,Books
84417,History
84418,Economics
84419,Economics
84419,Education
84424,Current Affairs
84424,Political Science
84426,Economics
84430,Current Affairs
84434,Law
84434,Political Science
84437,Books
84437,History
84437,Political Science
84438,Current Affairs
84438,Economics
84438,Law
84439,Economics
84439,Web/Tech
84440,Games
84441,Economics
84441,Education
84446,Books
84446,Current Affairs
84446,Education
84446,History
84446,Law
84446,Political Science
84449,Current Affairs
84449,Economics
84449,Philosophy
84449,Political Science
84455,Current Affairs
84455,Economics
84459,Current Affairs
84460,Philosophy
84461,Economics
84464,Web/Tech
84465,Philosophy
84466,Books
84466,Political Science
84469,Web/Tech
84473,Current Affairs
84473,Economics
84475,Economics
84477,Economics
84479,Web/Tech
84480,Current Affairs
84482,The Arts
84482,Web/Tech
84483,Weblogs
84484,Economics
84485,Philosophy
84486,Books
84486,Economics
84486,Law
84486,Media
84486,Political Science
84487,Economics
84488,Economics
84488,Law
84488,Medicine
84490,Economics
84492,Education
84492,Web/Tech
84493,Current Affairs
84493,Economics
84493,Political Science
84494,Economics
84495,Travel
84496,Economics
84502,Current Affairs
84505,Economics
84505,Science
84507,Current Affairs
84507,Economics
84508,Political Science
84509,Law
84509,Medicine
84517,Current Affairs
84517,Data Source
84519,Philosophy
84519,Political Science
84520,Economics
84522,Economics
84522,Medicine
84525,Law
84525,Medicine
84528,Economics
84528,Law
84529,Books
84529,Current Affairs
84529,Political Science
84529,Religion
84534,Current Affairs
84534,Economics
84534,Education
84534,Science
84537,Current Affairs
84537,History
84537,Political Science
84538,Current Affairs
84538,Political Science
84540,Current Affairs
84542,Education
84546,Music
84547,Current Affairs
84548,Film
84551,Economics
84551,Medicine
84551,Science
84553,Economics
84555,Current Affairs
84555,History
84558,Current Affairs
84558,Science
84562,Web/Tech
84564,Web/Tech
84567,Data Source
84567,Education
84568,Music
84568,Philosophy
84571,Current Affairs
84573,Current Affairs
84573,Web/Tech
84576,Data Source
84576,Political Science
84577,Education
84577,Web/Tech
84577,Weblogs
84581,Books
84581,History
84581,Law
84581,Political Science
84584,Education
84585,Current Affairs
84585,Economics
84585,Political Science
84586,Economics
84587,Economics
84587,Education
84589,Current Affairs
84589,Medicine
84590,Books
84592,Political Science
84594,Books
84594,Economics
84594,Medicine
84596,The Arts
84602,Music
84604,Data Source
84604,Education
84606,Data Source
84606,Education
84611,Law
84611,Political Science
84612,Data Source
84612,Economics
84614,Education
84616,Web/Tech
84617,Food and Drink
84618,Economics
84618,Philosophy
84620,Data Source
84620,Economics
84622,Books
84622,Philosophy
84622,The Arts
84622,Weblogs
84623,Books
84623,History
84623,Music
84625,Books
84625,Economics
84625,Education
84626,Data Source
84626,Economics
84629,Books
84629,Economics
84629,Sports
84630,Web/Tech
84634,Economics
84634,Web/Tech
84638,Education
84639,Economics
84640,Economics
84640,Law
84640,Medicine
84642,Economics
84644,Sports
84646,Medicine
84649,Current Affairs
84650,Economics
84656,Current Affairs
84658,Music
84662,Economics
84663,Education
84663,History
84664,Current Affairs
84664,Economics
84664,Law
84665,Economics
84665,Education
84666,Books
84666,Economics
84666,History
84668,Economics
84669,History
84669,Law
84669,Political Science
84671,Economics
84672,Current Affairs
84674,Books
84674,Philosophy
84674,Web/Tech
84678,Web/Tech
84679,Economics
84679,Web/Tech
84682,Philosophy
84687,Philosophy
84689,Books
84689,Film
84689,History
84689,Music
84690,Current Affairs
84690,Education
84690,Web/Tech
84691,Current Affairs
84691,Education
84691,Philosophy
84694,Books
84694,Food and Drink
84697,Books
84697,Current Affairs
84697,History
84697,Political Science
84700,Education
84704,Books
84704,Film
84704,History
84704,Television
84704,The Arts
84705,Economics
84706,Economics
84706,Web/Tech
84708,Philosophy
84710,Web/Tech
84711,Travel
84716,Books
84716,History
84716,Religion
84717,Data Source
84717,Religion
84718,Data Source
84719,Books
84721,Economics
84721,Travel
84723,Economics
84725,Current Affairs
84725,Economics
84726,Data Source
84726,Economics
84726,Education
84727,History
84731,Economics
84731,History
84733,Current Affairs
84733,Economics
84733,Political Science
84733,Web/Tech
84736,The Arts
84740,Data Source
84740,Economics
84743,Economics
84747,Economics
84749,Data Source
84749,Education
84750,Current Affairs
84750,Political Science
84752,Music
84753,Current Affairs
84753,Medicine
84759,Medicine
84764,Current Affairs
84766,Film
84767,Data Source
84767,Economics
84767,Law
84768,Data Source
84768,Economics
84768,Law
84770,Current Affairs
84770,Economics
84771,Economics
84771,Education
84771,Web/Tech
84778,Food and Drink
84778,Games
84778,Medicine
84780,Religion
84781,Law
84782,History
84783,Education
84785,Data Source
84785,Economics
84787,Books
84787,History
84788,Current Affairs
84788,Political Science
84789,Political Science
84790,Economics
84791,Data Source
84791,Medicine
84792,Economics
84792,Education
84792,Web/Tech
84793,Economics
84795,Education
84795,Philosophy
84795,Web/Tech
84797,Science
84797,Web/Tech
84799,Economics
84799,Education
84803,Political Science
84803,Web/Tech
84806,Games
84806,Web/Tech
84808,Current Affairs
84809,Data Source
84811,Web/Tech
84813,Current Affairs
84813,Law
84813,Medicine
84815,Current Affairs
84815,Political Science
84815,Web/Tech
84816,Current Affairs
84816,Economics
84816,History
84817,Current Affairs
84817,Web/Tech
84821,Data Source
84821,Economics
84821,Education
84821,Science
84822,Current Affairs
84822,Law
84822,Medicine
84822,Political Science
84824,History
84828,Political Science
84828,Web/Tech
84829,Current Affairs
84829,History
84829,Political Science
84835,Economics
84835,History
84835,Law
84835,Medicine
84837,Medicine
84840,Books
84841,Economics
84841,Law
84841,Web/Tech
84842,Philosophy
84842,Web/Tech
84843,Music
84844,Philosophy
84844,Web/Tech
84846,Books
84846,History
84846,Law
84846,Political Science
84847,Web/Tech
84849,Economics
84850,Economics
84850,Medicine
84851,Economics
84852,Books
84853,Data Source
84858,Economics
84862,Current Affairs
84862,History
84862,Law
84862,Medicine
84865,Education
84865,Film
84865,History
84865,Music
84866,Books
84866,Music
84871,Web/Tech
84873,Current Affairs
84873,Economics
84873,Political Science
84876,Education
84876,Web/Tech
84877,Books
84881,Film
84883,Law
84883,Web/Tech
84884,Current Affairs
84884,Law
84884,Medicine
84885,Current Affairs
84885,Economics
84885,Law
84885,Medicine
84890,Economics
84891,Books
84891,History
84898,Data Source
84898,Economics
84898,Medicine
84899,Economics
84899,Medicine
84935,Books
84935,Economics
84944,Economics
84946,Games
84947,Economics
84947,Education
84947,Food and Drink
84947,Games
84948,Economics
84948,Law
84949,Books
84949,Current Affairs
84949,Economics
84949,History
84953,Media
84953,Web/Tech
84954,Web/Tech
84955,Education
84955,Web/Tech
84958,Medicine
84960,Political Science
84960,Web/Tech
84961,Economics
84961,Food and Drink
84962,Economics
84962,Web/Tech
84964,Education
84964,Web/Tech
84965,Film
84965,Web/Tech
84971,Current Affairs
84971,Medicine
84973,Current Affairs
84973,Economics
84977,Current Affairs
84977,Law
84978,Data Source
84978,Philosophy
84978,Political Science
84981,Books
84984,Data Source
84984,Education
84985,Data Source
84985,Education
84989,Data Source
84989,Philosophy
84989,Political Science
84990,Economics
84990,Law
84992,Education
84992,Web/Tech
84993,Data Source
84993,Education
84997,Data Source
84997,Law
84997,Medicine
85000,Education
85002,Current Affairs
85002,Economics
85002,Education
85002,Science
85003,Current Affairs
85003,Law
85003,Medicine
85005,Economics
85009,Current Affairs
85009,Economics
85010,Media
85010,Television
85010,The Arts
85013,Current Affairs
85013,Medicine
85013,Science
85015,Data Source
85015,Travel
85018,Economics
85020,Economics
85020,Law
85021,Data Source
85021,Law
85022,Web/Tech
85028,Economics
85031,Data Source
85031,Economics
85031,History
85034,Economics
85035,Books
85036,Data Source
85036,Economics
85039,Web/Tech
85040,Economics
85040,Travel
85042,Books
85044,Economics
85044,Law
85044,Web/Tech
85046,Education
85047,Current Affairs
85047,Economics
85049,Education
85050,Data Source
85050,History
85050,Science
85051,Medicine
85054,Medicine
85055,Books
85055,History
85055,Web/Tech
85058,Economics
85060,Music
85060,Philosophy
85060,Television
85061,History
85061,Law
85061,Political Science
85062,Education
85062,Web/Tech
85064,Books
85065,Data Source
85065,Economics
85067,Economics
85067,Web/Tech
85068,Economics
85068,Law
85070,The Arts
85070,Web/Tech
85075,Data Source
85075,Economics
85076,Economics
85076,Law
85077,Law
85077,Medicine
85078,Music
85080,Data Source
85082,Economics
85082,Web/Tech
85083,Economics
85083,Law
85083,Medicine
85084,Economics
85084,Education
85085,Current Affairs
85085,Education
85085,Web/Tech
85087,Economics
85087,Food and Drink
85090,Data Source
85090,Economics
85090,Education
85091,Books
85091,Education
85091,History
85091,Philosophy
85091,Religion
85091,The Arts
85092,Current Affairs
85092,Economics
85092,Political Science
85096,Economics
85097,Philosophy
85098,Philosophy
85099,Economics
85099,Law
85100,Medicine
85102,Current Affairs
85103,Economics
85106,Economics
85106,Education
85107,History
85109,Books
85109,Philosophy
85111,History
85111,Web/Tech
85118,Economics
85118,Web/Tech
85119,Books
85119,Current Affairs
85119,Economics
85121,Games
85122,Data Source
85122,Medicine
85122,Religion
85123,Data Source
85123,Economics
85125,Economics
85125,Law
85125,Web/Tech
85133,Books
85133,Web/Tech
85136,Economics
85136,Law
85136,Science
85138,Books
85138,Science
85140,Books
85140,Music
85144,Music
85146,Books
85146,History
85150,Economics
85151,Games
85151,Political Science
85152,Music
85154,Data Source
85154,Games
85155,Current Affairs
85155,Economics
85155,Travel
85157,Economics
85160,Education
85160,History
85160,Web/Tech
85161,Data Source
85161,Economics
85161,Political Science
85163,Web/Tech
85165,Books
85166,Data Source
85166,Economics
85166,Education
85167,Data Source
85167,Political Science
85168,Web/Tech
85169,Economics
85169,Web/Tech
85172,Economics
85172,Science
85173,Economics
85174,Law
85174,Religion
85174,Science
85176,Education
85176,Philosophy
85176,Travel
85176,Travels
85177,Books
85177,Web/Tech
85178,Current Affairs
85178,Economics
85179,Economics
85181,Books
85181,Travel
85184,Law
85184,Medicine
85187,Science
85189,Economics
85192,Education
85193,Film
85194,Data Source
85194,Economics
85195,Books
85195,Philosophy
85195,Religion
85197,Medicine
85198,Economics
85199,Books
85199,Economics
85199,Science
85201,Current Affairs
85203,Data Source
85203,Economics
85206,Web/Tech
85210,Web/Tech
85211,Current Affairs
85211,Economics
85211,Travel
85216,Economics
85216,Web/Tech
85220,Political Science
85220,Web/Tech
85221,Economics
85223,Web/Tech
85225,Games
85225,Web/Tech
85229,Economics
85229,Web/Tech
85230,Economics
85230,Political Science
85232,Current Affairs
85232,Economics
85235,Data Source
85235,Economics
85237,Economics
85239,Medicine
85240,Economics
85241,Current Affairs
85242,Web/Tech
85243,Current Affairs
85243,Economics
85244,Economics
85244,Medicine
85244,Political Science
85249,Books
85249,History
85250,Current Affairs
85250,Games
85251,Books
85251,Web/Tech
85254,Film
85257,Books
85257,Economics
85258,Web/Tech
85260,Web/Tech
85261,Current Affairs
85261,Data Source
85263,Current Affairs
85263,Economics
85263,Education
85263,Film
85263,Law
85263,Philosophy
85263,Political Science
85263,Religion
85264,Education
85264,Web/Tech
85265,Medicine
85268,Economics
85269,Economics
85269,History
85269,Religion
85269,Science
85271,History
85271,Science
85273,Economics
85273,Science
85275,Music
85276,Current Affairs
85276,Education
85277,Current Affairs
85277,Games
85277,Political Science
85278,Travel
85279,Current Affairs
85279,Political Science
85281,Economics
85281,Education
85287,Current Affairs
85287,Data Source
85287,Political Science
85288,Current Affairs
85288,Travel
85289,Books
85289,Economics
85290,Economics
85291,Law
85293,Economics
85293,Education
85293,Science
85293,Web/Tech
85294,Economics
85295,Data Source
85295,Economics
85295,Education
85297,Web/Tech
85299,Economics
85300,Web/Tech
85301,Law
85301,Political Science
85302,Web/Tech
85305,Law
85305,Web/Tech
85307,Food and Drink
85308,Education
85308,Philosophy
85308,Web/Tech
85312,Political Science
85312,Web/Tech
85313,Data Source
85313,Economics
85314,Data Source
85314,Education
85314,Political Science
85314,Science
85318,Current Affairs
85318,Political Science
85319,Books
85319,Web/Tech
85321,Web/Tech
85322,Economics
85322,Education
85322,Medicine
85322,Political Science
85322,Science
85322,Web/Tech
85325,Web/Tech
85326,The Arts
85326,Web/Tech
85328,Data Source
85328,Economics
85328,Law
85329,Economics
85329,History
85330,Web/Tech
85333,Political Science
85334,Books
85334,Economics
85334,Political Science
85336,Current Affairs
85336,Education
85336,Law
